mode,seed,round_index,observed_count,selected_by,gate_authorized,gate_reason,revealed_value,best_so_far,transfer_active,open_policy,scored_candidates,positive_adjustments,negative_adjustments,max_abs_adjustment,applied_specs,rejected_specs,llm_called,llm_open_policy,llm_decision,llm_approved,llm_confidence,llm_parse_error
no_care_random,4,1,6,no_care_random,False,baseline_random_search_no_care,57.8311,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,2,7,no_care_random,False,baseline_random_search_no_care,0.4138,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,3,8,no_care_random,False,baseline_random_search_no_care,0.5181,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,4,9,no_care_random,False,baseline_random_search_no_care,0.0,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,5,10,no_care_random,False,baseline_random_search_no_care,12.9007,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,6,11,no_care_random,False,baseline_random_search_no_care,25.9083,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,7,12,no_care_random,False,baseline_random_search_no_care,0.0,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,8,13,no_care_random,False,baseline_random_search_no_care,0.0,61.6889,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,9,14,no_care_random,False,baseline_random_search_no_care,23.4358,61.6889,,,0,0,0,0,0,0,,,,,,False
transfer_gate_v1,0,0,5,incumbent,False,challenger_matches_incumbent,27.3101,70.6299,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,0,1,6,incumbent,False,challenger_matches_incumbent,46.6325,70.6299,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,0,2,7,incumbent,False,challenger_matches_incumbent,46.0142,70.6299,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,0,3,8,transfer_gate_v1,True,authorized_bounded_skill_adjustment,40.2711,70.6299,True,,3947,1725,2222,0.1,4,0,,,,,,False
transfer_gate_v1,0,4,9,incumbent,False,challenger_matches_incumbent,14.8669,70.6299,True,,3946,1720,2226,0.1,4,0,,,,,,False
transfer_gate_v1,0,5,10,incumbent,False,challenger_matches_incumbent,34.8063,70.6299,True,,3945,1486,2459,0.1,4,0,,,,,,False
transfer_gate_v1,0,6,11,transfer_gate_v1,True,authorized_bounded_skill_adjustment,34.4463,70.6299,True,,3944,1196,2748,0.1,4,0,,,,,,False
transfer_gate_v1,0,7,12,incumbent,False,challenger_matches_incumbent,26.6781,70.6299,True,,3943,1194,2749,0.1,4,0,,,,,,False
transfer_gate_v1,0,8,13,transfer_gate_v1,True,authorized_bounded_skill_adjustment,97.948,97.948,True,,3942,1172,2770,0.1,4,0,,,,,,False
transfer_gate_v1,0,9,14,transfer_gate_v1,True,authorized_bounded_skill_adjustment,88.7252,97.948,True,,3941,1141,2800,0.1,4,0,,,,,,False
transfer_gate_v1,1,0,5,incumbent,False,challenger_matches_incumbent,52.5994,74.0607,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,1,1,6,incumbent,False,challenger_matches_incumbent,60.5287,74.0607,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,1,2,7,incumbent,False,challenger_matches_incumbent,13.791,74.0607,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,1,3,8,incumbent,False,challenger_matches_incumbent,45.7793,74.0607,True,,3110,2186,924,0.088523,4,0,,,,,,False
transfer_gate_v1,1,4,9,transfer_gate_v1,True,authorized_bounded_skill_adjustment,47.1376,74.0607,True,,3388,2122,1266,0.081472,4,0,,,,,,False
transfer_gate_v1,1,5,10,incumbent,False,challenger_matches_incumbent,48.39,74.0607,True,,3387,2121,1266,0.075884,4,0,,,,,,False
transfer_gate_v1,1,6,11,transfer_gate_v1,True,authorized_bounded_skill_adjustment,44.479,74.0607,True,,3426,2135,1291,0.071301,4,0,,,,,,False
transfer_gate_v1,1,7,12,transfer_gate_v1,True,authorized_bounded_skill_adjustment,84.4027,84.4027,True,,3425,1858,1567,0.065754,4,0,,,,,,False
transfer_gate_v1,1,8,13,transfer_gate_v1,True,authorized_bounded_skill_adjustment,86.1982,86.1982,True,,3373,1683,1690,0.072161,4,0,,,,,,False
transfer_gate_v1,1,9,14,incumbent,False,challenger_matches_incumbent,92.659,92.659,True,,3410,1565,1845,0.1,4,0,,,,,,False
transfer_gate_v1,2,0,5,incumbent,False,challenger_matches_incumbent,65.0666,75.2915,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,2,1,6,incumbent,False,challenger_matches_incumbent,49.3022,75.2915,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,2,2,7,incumbent,False,challenger_matches_incumbent,36.5499,75.2915,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,2,3,8,transfer_gate_v1,True,authorized_bounded_skill_adjustment,52.9077,75.2915,True,,3130,1902,1228,0.1,4,0,,,,,,False
transfer_gate_v1,2,4,9,transfer_gate_v1,True,authorized_bounded_skill_adjustment,79.7398,79.7398,True,,3066,1774,1292,0.1,4,0,,,,,,False
transfer_gate_v1,2,5,10,transfer_gate_v1,True,authorized_bounded_skill_adjustment,68.0663,79.7398,True,,3023,1728,1295,0.1,4,0,,,,,,False
transfer_gate_v1,2,6,11,transfer_gate_v1,True,authorized_bounded_skill_adjustment,57.4505,79.7398,True,,3944,2652,1292,0.1,4,0,,,,,,False
transfer_gate_v1,2,7,12,transfer_gate_v1,True,authorized_bounded_skill_adjustment,74.2357,79.7398,True,,3943,2356,1587,0.1,4,0,,,,,,False
transfer_gate_v1,2,8,13,transfer_gate_v1,True,authorized_bounded_skill_adjustment,74.9705,79.7398,True,,3942,2353,1589,0.1,4,0,,,,,,False
transfer_gate_v1,2,9,14,transfer_gate_v1,True,authorized_bounded_skill_adjustment,73.5836,79.7398,True,,3355,1731,1624,0.1,4,0,,,,,,False
transfer_gate_v1,3,0,5,incumbent,False,challenger_matches_incumbent,49.4049,74.3952,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,3,1,6,incumbent,False,challenger_matches_incumbent,84.4027,84.4027,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,3,2,7,incumbent,False,challenger_matches_incumbent,68.5749,84.4027,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,3,3,8,transfer_gate_v1,True,authorized_bounded_skill_adjustment,74.5113,84.4027,True,,676,414,262,0.083835,4,0,,,,,,False
transfer_gate_v1,3,4,9,incumbent,False,challenger_matches_incumbent,74.0474,84.4027,True,,675,413,262,0.087112,4,0,,,,,,False
transfer_gate_v1,3,5,10,transfer_gate_v1,True,authorized_bounded_skill_adjustment,62.0819,84.4027,True,,830,568,262,0.085549,4,0,,,,,,False
transfer_gate_v1,3,6,11,transfer_gate_v1,True,authorized_bounded_skill_adjustment,86.1982,86.1982,True,,829,567,262,0.083713,4,0,,,,,,False
transfer_gate_v1,3,7,12,transfer_gate_v1,True,authorized_bounded_skill_adjustment,92.659,92.659,True,,984,722,262,0.092968,4,0,,,,,,False
transfer_gate_v1,3,8,13,incumbent,False,challenger_matches_incumbent,56.0341,92.659,True,,830,568,262,0.1,4,0,,,,,,False
transfer_gate_v1,3,9,14,transfer_gate_v1,True,authorized_bounded_skill_adjustment,64.6676,92.659,True,,1967,1705,262,0.1,4,0,,,,,,False
transfer_gate_v1,4,0,5,incumbent,False,challenger_matches_incumbent,15.2207,61.6889,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,4,1,6,incumbent,False,challenger_matches_incumbent,52.3137,61.6889,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,4,2,7,incumbent,False,challenger_matches_incumbent,93.0289,93.0289,False,,0,0,0,0.0,0,0,,,,,,False
transfer_gate_v1,4,3,8,incumbent,False,challenger_matches_incumbent,91.4851,93.0289,True,,3947,2029,1918,0.1,4,0,,,,,,False
transfer_gate_v1,4,4,9,incumbent,False,challenger_matches_incumbent,93.4211,93.4211,True,,3946,2040,1906,0.1,4,0,,,,,,False
transfer_gate_v1,4,5,10,incumbent,False,challenger_matches_incumbent,81.2755,93.4211,True,,3945,1953,1992,0.1,4,0,,,,,,False
transfer_gate_v1,4,6,11,incumbent,False,challenger_matches_incumbent,77.8508,93.4211,True,,3944,1882,2062,0.1,4,0,,,,,,False
transfer_gate_v1,4,7,12,incumbent,False,challenger_matches_incumbent,94.6911,94.6911,True,,3943,1859,2084,0.1,4,0,,,,,,False
transfer_gate_v1,4,8,13,incumbent,False,challenger_matches_incumbent,78.253,94.6911,True,,3942,1287,2655,0.1,4,0,,,,,,False
transfer_gate_v1,4,9,14,incumbent,False,challenger_matches_incumbent,79.6425,94.6911,True,,3941,1024,2917,0.1,4,0,,,,,,False
